"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","5","9","941","86","18.3","3.8","0.15","855.136","36.053","6100.814","5852.929"
"3","5","10","981","92","19.2","3.1","0.15","1022.575","42.843","7031.23","6666.667"
"3","5","11","996","95","19.9","2.3","0.15","1107.488","49.388","7374.759","6666.667"
"3","5","12","992","96","20.4","1.9","0.15","1104.699","52.243","7269.029","6666.667"
"3","5","13","927","108","20.5","1.9","0.15","990.509","49.074","6640.053","6373.061"
"3","5","14","580","184","20.3","2.1","0.15","677.875","39.096","4761.132","4560.717"
"3","5","15","421","159","20","2.2","0.15","439.783","31.985","3191.481","3046.686"
"3","5","16","446","77","17.5","1.9","0.15","261.557","25.011","1871.218","1773.205"
"3","5","17","141","24","15.5","1.7","0.15","46.203","16.556","168.298","130.626"
"3","5","18","0","0","14.6","1.7","0.15","0","14.6","0","0"
"3","5","19","0","0","14.3","1.5","0.15","0","14.3","0","0"
"3","5","20","0","0","14.1","1.3","0.15","0","14.1","0","0"
"3","5","21","0","0","13.9","1.2","0.15","0","13.9","0","0"
"3","5","22","0","0","13.8","1.2","0.15","0","13.8","0","0"
"3","5","23","0","0","13.7","1.2","0.15","0","13.7","0","0"
"3","6","0","0","0","13.8","1.3","0.15","0","13.8","0","0"
"3","6","1","0","0","13.8","1.2","0.15","0","13.8","0","0"
"3","6","2","0","0","13.9","1.1","0.15","0","13.9","0","0"
"3","6","3","0","0","13.8","1","0.15","0","13.8","0","0"
"3","6","4","0","0","13.8","1","0.15","0","13.8","0","0"
"3","6","5","0","0","13.9","1","0.15","0","13.9","0","0"
"3","6","6","165","24","15.1","1.1","0.15","49.659","16.388","178.446","140.415"
"3","6","7","575","69","17.2","1.6","0.15","306.713","26.585","2186.652","2077.462"
"3","6","8","849","78","19","2.1","0.15","619.186","36.235","4461.685","4271.881"
"3","6","9","934","88","20.4","2.2","0.15","852.639","43.607","5900.179","5659.403"
"3","6","10","976","93","21.5","2.2","0.15","1019.787","49.204","6830.095","6556.369"
"3","6","11","912","124","22.3","2.2","0.15","1056.35","50.965","6989.203","6666.667"
"3","6","12","986","100","22.6","2.3","0.15","1103.464","51.977","7266.835","6666.667"
"3","6","13","900","121","22.5","2.3","0.15","988.793","48.842","6630.111","6363.472"
"3","6","14","893","97","22","2.2","0.15","835.394","44.735","5752.604","5517.058"
"3","6","15","824","83","21.7","2.1","0.15","608.241","38.629","4339.441","4153.969"
"3","6","16","632","63","19.1","2.2","0.15","321.332","27.781","2278.808","2166.353"
"3","6","17","217","27","17.3","2","0.15","59.236","18.538","207.76","168.69"
"3","6","18","0","0","16.4","1.7","0.15","0","16.4","0","0"
"3","6","19","0","0","16","1.4","0.15","0","16","0","0"
"3","6","20","0","0","16.2","1.3","0.15","0","16.2","0","0"
"3","6","21","0","0","16.3","1.3","0.15","0","16.3","0","0"
"3","6","22","0","0","16.1","1","0.15","0","16.1","0","0"
"3","6","23","0","0","15.9","0.9","0.15","0","15.9","0","0"
"3","7","0","0","0","15.7","0.9","0.15","0","15.7","0","0"
"3","7","1","0","0","15.2","0.9","0.15","0","15.2","0","0"
"3","7","2","0","0","15","1","0.15","0","15","0","0"
"3","7","3","0","0","14.9","1","0.15","0","14.9","0","0"
"3","7","4","0","0","14.8","1.1","0.15","0","14.8","0","0"
"3","7","5","0","0","15.5","1.1","0.15","0","15.5","0","0"
"3","7","6","26","22","16.2","1.2","0.15","25.394","16.899","101.559","66.252"
"3","7","7","186","105","17","1.2","0.15","184.415","23.206","1326.696","1247.977"
"3","7","8","288","186","18.8","1.4","0.15","376.969","30.956","2729.265","2600.848"
"3","7","9","462","224","20.9","1.6","0.15","626.431","40.167","4367.365","4180.903"
"3","7","10","418","291","22","1.9","0.15","723.321","42.82","4948.791","4741.727"
"3","7","11","258","378","21.9","2.2","0.15","675.106","40.162","4635.165","4439.214"
"3","7","12","389","339","21.7","2.4","0.15","762.766","41.577","5223","5006.22"
"3","7","13","180","352","21.5","2.4","0.15","538.157","35.52","3764.322","3599.229"
"3","7","14","136","286","21.2","2.2","0.15","406.462","32.22","2885.888","2751.921"
"3","7","15","270","184","20.9","2.2","0.15","362.803","30.778","2625.675","2500.928"
"3","7","16","361","88","18.4","2.2","0.15","239.192","24.872","1711.458","1619.106"
"3","7","17","143","25","17.3","2.3","0.15","47.255","18.257","171.257","133.481"
"3","7","18","0","0","16.4","2.6","0.15","0","16.4","0","0"
"3","7","19","0","0","15.7","2.6","0.15","0","15.7","0","0"
"3","7","20","0","0","15.2","2.4","0.15","0","15.2","0","0"
"3","7","21","0","0","15","2","0.15","0","15","0","0"
"3","7","22","0","0","14.8","1.9","0.15","0","14.8","0","0"
"3","7","23","0","0","14.6","1.8","0.15","0","14.6","0","0"
"3","8","0","0","0","14.6","1.7","0.15","0","14.6","0","0"
"3","8","1","0","0","14.5","1.7","0.15","0","14.5","0","0"
"3","8","2","0","0","14.4","1.8","0.15","0","14.4","0","0"
"3","8","3","0","0","14.3","1.7","0.15","0","14.3","0","0"
"3","8","4","0","0","14.4","1.5","0.15","0","14.4","0","0"
"3","8","5","0","0","14.6","1.4","0.15","0","14.6","0","0"
"3","8","6","85","25","15.5","1.4","0.15","38.331","16.511","157.709","120.412"
"3","8","7","317","87","17","1.6","0.15","222.627","23.824","1600.412","1511.994"
"3","8","8","501","146","18.6","2","0.15","475.762","32.093","3457.423","3303.205"
"3","8","9","155","278","19.9","2.3","0.15","412.992","30.885","2949.941","2813.705"
"3","8","10","156","348","20.7","2.6","0.15","511.28","33.535","3598.785","3439.557"
"3","8","11","382","336","21","2.8","0.15","752.381","39.239","5199.102","4983.168"
"3","8","12","640","241","21.2","2.9","0.15","928.597","43.351","6327.409","6071.495"
"3","8","13","751","172","21.3","3.1","0.15","911.226","42.348","6268.555","6014.727"
"3","8","14","491","214","21","3.5","0.15","637.237","34.82","4540.798","4348.191"
"3","8","15","356","174","20.7","3.7","0.15","404.021","29.22","2953.899","2817.522"
"3","8","16","352","91","18","3.1","0.15","238.208","23.485","1714.083","1621.638"
"3","8","17","78","25","16.2","2.7","0.15","36.629","16.914","139.624","102.968"
"3","8","18","0","0","15.3","2.4","0.15","0","15.3","0","0"
"3","8","19","0","0","14.9","2","0.15","0","14.9","0","0"
"3","8","20","0","0","14.7","1.6","0.15","0","14.7","0","0"
"3","8","21","0","0","14.7","1.2","0.15","0","14.7","0","0"
"3","8","22","0","0","14.9","1.1","0.15","0","14.9","0","0"
"3","8","23","0","0","14.8","1.4","0.15","0","14.8","0","0"
"3","9","0","0","0","14.5","1.7","0.15","0","14.5","0","0"
"3","9","1","0","0","14.2","1.5","0.15","0","14.2","0","0"
"3","9","2","0","0","13.9","0.9","0.15","0","13.9","0","0"
"3","9","3","0","0","13.6","0.6","0.15","0","13.6","0","0"
"3","9","4","0","0","13.7","0.6","0.15","0","13.7","0","0"
"3","9","5","0","0","14.2","0.8","0.15","0","14.2","0","0"
"3","9","6","84","18","15.3","1.2","0.15","33.101","16.256","147.918","110.968"
"3","9","7","1","82","16.6","1.5","0.15","74.719","18.952","534.886","484.225"
"3","9","8","54","192","18","1.5","0.15","220.79","24.944","1600.054","1511.649"
"3","9","9","475","224","19.8","1.8","0.15","637.017","38.564","4468.276","4278.239"
"3","9","10","818","135","20.7","2.8","0.15","929.921","43.307","6375.947","6118.314"
"3","9","11","670","225","20.8","3.4","0.15","942.757","41.517","6471.589","6210.567"
"3","9","12","302","374","20.3","3.6","0.15","713.278","35.467","4992.698","4784.079"
"3","9","13","213","352","19.4","3.4","0.15","567.529","31.855","4031.62","3857.056"
"3","9","14","141","282","18.4","2.7","0.15","404.876","28.403","2917.364","2782.281"
"3","9","15","64","192","18","2.4","0.15","226.563","23.926","1651.296","1561.075"
"3","9","16","6","82","16.8","1.7","0.15","76.683","19.109","548.595","497.447"
"3","9","17","6","17","16.1","1.4","0.15","16.183","16.547","70.181","35.986"
"3","9","18","0","0","15.8","1.3","0.15","0","15.8","0","0"
"3","9","19","0","0","15.5","1.4","0.15","0","15.5","0","0"
"3","9","20","0","0","15.3","1.7","0.15","0","15.3","0","0"
"3","9","21","0","0","15.2","1.6","0.15","0","15.2","0","0"
"3","9","22","0","0","14.9","1","0.15","0","14.9","0","0"
"3","9","23","0","0","14.6","0.6","0.15","0","14.6","0","0"
"3","10","0","0","0","14.5","0.6","0.15","0","14.5","0","0"
"3","10","1","0","0","14.5","0.6","0.15","0","14.5","0","0"
"3","10","2","0","0","14.6","0.7","0.15","0","14.6","0","0"
"3","10","3","0","0","14.6","0.9","0.15","0","14.6","0","0"
"3","10","4","0","0","14.5","1.1","0.15","0","14.5","0","0"
"3","10","5","0","0","14.6","1.3","0.15","0","14.6","0","0"
"3","10","6","0","4","15","1.5","0.15","3.529","15.104","17.702","0"
"3","10","7","0","11","15.5","1.7","0.15","9.732","15.793","64.392","30.402"
"3","10","8","0","24","15.8","2.1","0.15","21.302","16.39","144.727","107.89"
"3","10","9","0","53","16.1","2.4","0.15","47.211","17.329","327.321","284.014"
"3","10","10","0","79","16.4","2.7","0.15","70.565","18.136","492.282","443.13"
"3","10","11","3","171","16.5","3.1","0.15","158.844","20.147","1130.744","1058.968"
"3","10","12","0","134","16.5","3.4","0.15","121.085","19.148","856.541","794.482"
"3","10","13","0","111","16.4","3.7","0.15","99.653","18.483","704.12","647.462"
"3","10","14","0","112","16.3","3.8","0.15","100.54","18.375","716.397","659.304"
"3","10","15","0","60","16.2","3.8","0.15","53.381","17.305","376.593","331.54"
"3","10","16","3","53","15.7","3.5","0.15","48.255","16.747","342.046","298.218"
"3","10","17","5","13","15.4","3.3","0.15","12.364","15.645","57.102","23.37"
"3","10","18","0","0","15.3","3.5","0.15","0","15.3","0","0"
"3","10","19","0","0","15.3","3.7","0.15","0","15.3","0","0"
"3","10","20","0","0","15.4","3.7","0.15","0","15.4","0","0"
"3","10","21","0","0","15.4","3.7","0.15","0","15.4","0","0"
"3","10","22","0","0","15.4","3.6","0.15","0","15.4","0","0"
"3","10","23","0","0","15.4","3.4","0.15","0","15.4","0","0"
"3","11","0","0","0","15.3","3.1","0.15","0","15.3","0","0"
"3","11","1","0","0","15.2","2.9","0.15","0","15.2","0","0"
"3","11","2","0","0","15.1","3","0.15","0","15.1","0","0"
"3","11","3","0","0","15.1","3.1","0.15","0","15.1","0","0"
"3","11","4","0","0","15","3.2","0.15","0","15","0","0"
"3","11","5","0","0","15.1","3.4","0.15","0","15.1","0","0"
"3","11","6","64","17","15.6","3.7","0.15","27.205","16.118","137.844","101.251"
"3","11","7","19","26","16.2","3.7","0.15","32.75","16.888","226.897","187.148"
"3","11","8","0","127","16.8","3.7","0.15","115.17","19.219","831.053","769.897"
"3","11","9","29","243","17.6","3.6","0.15","261.094","23.155","1889.509","1790.848"
"3","11","10","185","332","18.4","3.4","0.15","519.537","29.798","3712.783","3549.516"
"3","11","11","635","232","19.1","3.4","0.15","914.894","39.2","6336.087","6079.866"
"3","11","12","556","285","19.5","3.4","0.15","885.827","38.954","6134.292","5885.221"
"3","11","13","711","189","19.6","3.3","0.15","891.013","39.515","6193.489","5942.32"
"3","11","14","765","127","19.5","3","0.15","766.707","37.544","5423.68","5199.789"
"3","11","15","782","84","19.4","2.9","0.15","579.955","33.326","4218.573","4037.384"
"3","11","16","630","64","18","2.8","0.15","317.423","25.676","2265.662","2153.672"
"3","11","17","240","30","16.5","2.1","0.15","64.117","17.97","273.263","231.872"
"3","11","18","0","0","15.7","1.5","0.15","0","15.7","0","0"
"3","11","19","0","0","15.4","1.3","0.15","0","15.4","0","0"
"3","11","20","0","0","15.2","1.4","0.15","0","15.2","0","0"
"3","11","21","0","0","15.1","1.5","0.15","0","15.1","0","0"
"3","11","22","0","0","14.9","1.5","0.15","0","14.9","0","0"
"3","11","23","0","0","14.8","1.5","0.15","0","14.8","0","0"
"3","12","0","0","0","14.5","1.5","0.15","0","14.5","0","0"
"3","12","1","0","0","14.3","1.5","0.15","0","14.3","0","0"
"3","12","2","0","0","14.1","1.4","0.15","0","14.1","0","0"
"3","12","3","0","0","14.1","1.2","0.15","0","14.1","0","0"
"3","12","4","0","0","14.1","1.1","0.15","0","14.1","0","0"
"3","12","5","0","0","14.5","1.2","0.15","0","14.5","0","0"
"3","12","6","76","17","15.7","1.4","0.15","31.24","16.621","163.958","126.44"
"3","12","7","13","72","17.6","1.4","0.15","69.655","19.842","494.517","445.286"
"3","12","8","19","169","19.6","1.1","0.15","167.448","25.383","1196.306","1122.208"
"3","12","9","152","280","21.3","0.8","0.15","411.223","36.617","2866.22","2732.95"
"3","12","10","178","364","22.6","1.1","0.15","547.275","41.435","3732.297","3568.338"
"3","12","11","156","401","23.2","1.7","0.15","578.676","40.522","3947.385","3775.805"
"3","12","12","194","399","22.9","2.4","0.15","614.068","38.877","4224.013","4042.631"
"3","12","13","209","352","22.1","2.9","0.15","561.835","35.482","3930.977","3759.979"
"3","12","14","360","247","20.9","3.1","0.15","552.25","33.658","3936.165","3764.982"
"3","12","15","297","172","20.3","3.1","0.15","363.323","28.718","2650.631","2525"
"3","12","16","154","107","18","2.9","0.15","165.571","21.95","1192.407","1118.447"
"3","12","17","11","23","16.4","2.2","0.15","22.57","16.964","117.405","81.536"
"3","12","18","0","0","15.4","1.4","0.15","0","15.4","0","0"
"3","12","19","0","0","15.2","1.1","0.15","0","15.2","0","0"
"3","12","20","0","0","15.2","1","0.15","0","15.2","0","0"
"3","12","21","0","0","15.4","0.8","0.15","0","15.4","0","0"
"3","12","22","0","0","15.5","0.6","0.15","0","15.5","0","0"
"3","12","23","0","0","15.5","0.8","0.15","0","15.5","0","0"
"3","13","0","0","0","15.4","1.3","0.15","0","15.4","0","0"
"3","13","1","0","0","15","1.8","0.15","0","15","0","0"
"3","13","2","0","0","14.7","2","0.15","0","14.7","0","0"
"3","13","3","0","0","14.5","1.9","0.15","0","14.5","0","0"
"3","13","4","0","0","14.6","1.6","0.15","0","14.6","0","0"
"3","13","5","0","0","15","1.4","0.15","0","15","0","0"
"3","13","6","0","14","15.9","1.4","0.15","12.392","16.286","73.68","39.361"
"3","13","7","0","41","17","1.6","0.15","36.395","18.121","253.558","212.865"
"3","13","8","0","81","18.2","1.8","0.15","72.173","20.323","508.364","458.642"
"3","13","9","58","280","19.6","2.2","0.15","322.829","28.341","2303.707","2190.369"
"3","13","10","102","359","20.5","2.6","0.15","455.077","31.914","3207.557","3062.192"
"3","13","11","133","398","20.9","3","0.15","551.744","33.798","3861.041","3692.52"
"3","13","12","170","403","21.1","3.3","0.15","593.791","34.318","4154.522","3975.602"
"3","13","13","167","365","21","3.5","0.15","536.232","32.578","3787.361","3621.452"
"3","13","14","88","288","20.4","3.6","0.15","354.647","27.951","2545.176","2423.282"
"3","13","15","22","175","20","3.5","0.15","174.861","23.789","1260.079","1183.721"
"3","13","16","65","109","18.1","3.1","0.15","128.646","21.072","926.591","862.05"
"3","13","17","33","28","16.9","2.5","0.15","31.778","17.651","168.182","130.514"
"3","13","18","0","0","16.3","1.9","0.15","0","16.3","0","0"
"3","13","19","0","0","16.1","1.6","0.15","0","16.1","0","0"
"3","13","20","0","0","16.1","1.3","0.15","0","16.1","0","0"
"3","13","21","0","0","16","1.3","0.15","0","16","0","0"
"3","13","22","0","0","16","1.5","0.15","0","16","0","0"
"3","13","23","0","0","15.9","1.8","0.15","0","15.9","0","0"
"3","14","0","0","0","15.8","1.9","0.15","0","15.8","0","0"
"3","14","1","0","0","15.7","2","0.15","0","15.7","0","0"
"3","14","2","0","0","15.6","2.3","0.15","0","15.6","0","0"
"3","14","3","0","0","15.6","2.8","0.15","0","15.6","0","0"
"3","14","4","0","0","15.4","3.2","0.15","0","15.4","0","0"
"3","14","5","0","0","15.3","3.5","0.15","0","15.3","0","0"
"3","14","6","309","31","15.5","3.9","0.15","80.804","16.987","422.345","375.671"
"3","14","7","9","50","15.8","4.2","0.15","47.989","16.739","339.871","296.119"
"3","14","8","197","209","16.2","4.3","0.15","334.677","22.662","2484.197","2364.463"
"3","14","9","668","170","16.7","4.5","0.15","742.244","30.636","5379.058","5156.749"
"3","14","10","918","103","17.1","4.6","0.15","981.122","35.258","6938.187","6660.631"
"3","14","11","930","110","17.5","4.6","0.15","1060.982","37.119","7412.532","6666.667"
"3","14","12","905","123","17.8","4.7","0.15","1047.584","36.917","7325.37","6666.667"
"3","14","13","483","279","17.7","5","0.15","766.428","31.147","5488.296","5262.115"
"3","14","14","176","293","17.2","5","0.15","441.331","24.945","3227.114","3081.056"
"3","14","15","753","97","16.8","5","0.15","574.975","26.952","4280.999","4097.598"
"3","14","16","652","66","15.4","4.2","0.15","325.011","21.716","2353.806","2238.693"
"3","14","17","272","32","14.4","3.6","0.15","69.804","15.693","332.782","289.281"
"3","14","18","0","0","13.9","3.4","0.15","0","13.9","0","0"
"3","14","19","0","0","13.9","3.5","0.15","0","13.9","0","0"
"3","14","20","0","0","13.9","3.5","0.15","0","13.9","0","0"
"3","14","21","0","0","13.9","3.6","0.15","0","13.9","0","0"
"3","14","22","0","0","14","3.7","0.15","0","14","0","0"
"3","14","23","0","0","14","3.9","0.15","0","14","0","0"
"3","15","0","0","0","14","4.3","0.15","0","14","0","0"
"3","15","1","0","0","14","4.5","0.15","0","14","0","0"
"3","15","2","0","0","13.8","4.8","0.15","0","13.8","0","0"
"3","15","3","0","0","13.6","4.9","0.15","0","13.6","0","0"
"3","15","4","0","0","13.6","5.1","0.15","0","13.6","0","0"
"3","15","5","0","0","13.8","5.4","0.15","0","13.8","0","0"
"3","15","6","295","38","13.9","5.6","0.15","85.433","15.178","469.177","420.844"
"3","15","7","155","106","14.2","5.6","0.15","166.78","16.924","1230.228","1154.927"
"3","15","8","252","202","14.7","5.5","0.15","370.45","20.837","2778.022","2647.877"
"3","15","9","722","158","15.4","5.3","0.15","773.537","28.514","5652.176","5420.188"
"3","15","10","596","243","16.1","5.2","0.15","842.689","30.526","6051.657","5805.514"
"3","15","11","402","351","16.6","5.2","0.15","785.897","30.029","5620.003","5389.156"
"3","15","12","770","191","16.8","5.2","0.15","1003.729","33.98","7089.473","6666.667"
"3","15","13","937","107","16.5","5.2","0.15","995.496","33.567","7084.753","6666.667"
"3","15","14","900","98","16","5","0.15","830.218","30.62","6033.403","5787.907"
"3","15","15","823","87","15.7","4.8","0.15","604.397","26.649","4508.703","4317.234"
"3","15","16","665","69","14","3.8","0.15","332.035","20.834","2413.103","2295.889"
"3","15","17","273","33","12.6","2.9","0.15","70.519","14.079","347.323","303.308"
"3","15","18","0","0","11.8","2.4","0.15","0","11.8","0","0"
"3","15","19","0","0","11.5","2.2","0.15","0","11.5","0","0"
"3","15","20","0","0","11.3","2.2","0.15","0","11.3","0","0"
"3","15","21","0","0","11.2","2.2","0.15","0","11.2","0","0"
"3","15","22","0","0","11.2","2.3","0.15","0","11.2","0","0"
"3","15","23","0","0","11.2","2.3","0.15","0","11.2","0","0"
"3","16","0","0","0","11.1","2.3","0.15","0","11.1","0","0"
"3","16","1","0","0","11.1","2.3","0.15","0","11.1","0","0"
"3","16","2","0","0","11.2","2.3","0.15","0","11.2","0","0"
"3","16","3","0","0","11.3","2.2","0.15","0","11.3","0","0"
"3","16","4","0","0","11.4","2","0.15","0","11.4","0","0"
"3","16","5","0","0","11.6","1.9","0.15","0","11.6","0","0"
"3","16","6","212","39","12.1","1.9","0.15","73.67","14.08","424.095","377.36"
"3","16","7","617","85","13","2","0.15","344.486","22.704","2516.065","2395.202"
"3","16","8","408","185","14","2.3","0.15","459.536","26.27","3397.461","3245.367"
"3","16","9","585","202","15.1","2.9","0.15","703.161","31.909","5061.903","4850.831"
"3","16","10","721","196","15.9","3.5","0.15","912.054","35.643","6425.196","6165.817"
"3","16","11","923","126","16.4","4.1","0.15","1071.21","37.61","7461.949","6666.667"
"3","16","12","943","113","16.3","4.4","0.15","1074.24","36.703","7512.492","6666.667"
"3","16","13","938","103","16.1","4.6","0.15","991.485","34.45","7031.838","6666.667"
"3","16","14","902","94","15.6","4.7","0.15","826.623","30.727","6004.353","5759.886"
"3","16","15","827","82","15.3","4.7","0.15","600.381","26.318","4484.066","4293.469"
"3","16","16","680","63","13.9","4.2","0.15","330.291","20.315","2401.8","2284.986"
"3","16","17","311","31","12.8","3.8","0.15","72.795","14.118","356.075","311.75"
"3","16","18","0","0","12.3","3.6","0.15","0","12.3","0","0"
"3","16","19","0","0","12.3","3.5","0.15","0","12.3","0","0"
"3","16","20","0","0","12.3","3.3","0.15","0","12.3","0","0"
"3","16","21","0","0","12.3","3.2","0.15","0","12.3","0","0"
"3","16","22","0","0","12.4","3.2","0.15","0","12.4","0","0"
"3","16","23","0","0","12.4","3.2","0.15","0","12.4","0","0"
"3","17","0","0","0","12.5","3.3","0.15","0","12.5","0","0"
"3","17","1","0","0","12.6","3.4","0.15","0","12.6","0","0"
"3","17","2","0","0","12.6","3.5","0.15","0","12.6","0","0"
"3","17","3","0","0","12.7","3.6","0.15","0","12.7","0","0"
"3","17","4","0","0","12.9","3.7","0.15","0","12.9","0","0"
"3","17","5","0","0","13","4","0.15","0","13","0","0"
"3","17","6","148","28","13.2","4.3","0.15","52.989","14.157","305.077","262.559"
"3","17","7","66","97","13.6","4.4","0.15","117.247","15.83","861.17","798.947"
"3","17","8","75","199","14.2","4.2","0.15","238.69","18.867","1772.923","1678.393"
"3","17","9","253","289","15","4","0.15","512.997","25.301","3755.465","3590.686"
"3","17","10","930","103","15.6","4.1","0.15","993.322","35.285","7016.86","6666.667"
"3","17","11","949","104","16","4.2","0.15","1073.557","36.96","7499.047","6666.667"
"3","17","12","817","166","16","4.5","0.15","1015.656","35.022","7145.81","6666.667"
"3","17","13","439","305","15.8","4.8","0.15","750.137","29.295","5401.585","5178.477"
"3","17","14","250","290","15.2","5.1","0.15","506.765","23.986","3730.59","3566.692"
"3","17","15","511","156","14.9","5.2","0.15","482.298","23.197","3620.675","3460.671"
"3","17","16","67","105","13.6","4.7","0.15","124.094","15.866","910.875","846.89"
"3","17","17","56","22","12.7","4.2","0.15","29.263","13.234","163.217","125.725"
"3","17","18","0","0","12.1","3.9","0.15","0","12.1","0","0"
"3","17","19","0","0","11.8","3.8","0.15","0","11.8","0","0"
"3","17","20","0","0","11.5","3.8","0.15","0","11.5","0","0"
"3","17","21","0","0","11.2","3.7","0.15","0","11.2","0","0"
"3","17","22","0","0","11.1","3.7","0.15","0","11.1","0","0"
"3","17","23","0","0","11.1","3.9","0.15","0","11.1","0","0"
"3","18","0","0","0","11.1","4","0.15","0","11.1","0","0"
"3","18","1","0","0","11.2","4","0.15","0","11.2","0","0"
"3","18","2","0","0","11.1","3.7","0.15","0","11.1","0","0"
"3","18","3","0","0","11","3.3","0.15","0","11","0","0"
"3","18","4","0","0","11","2.9","0.15","0","11","0","0"
"3","18","5","0","0","11.4","2.2","0.15","0","11.4","0","0"
"3","18","6","393","38","12.2","1.5","0.15","100.804","15.099","556.302","504.882"
"3","18","7","457","97","13.1","1.2","0.15","289.924","22.851","2113.117","2006.533"
"3","18","8","539","156","14.2","1","0.15","512.138","32.394","3709.239","3546.098"
"3","18","9","459","249","15.3","0.8","0.15","649.891","39.537","4525.53","4333.464"
"3","18","10","502","288","16.3","0.8","0.15","797.031","45.973","5372.456","5150.38"
"3","18","11","774","198","17","1.3","0.15","1017.03","50.407","6716.358","6446.662"
"3","18","12","397","356","17.4","2.2","0.15","782.953","38.582","5411.709","5188.242"
"3","18","13","737","188","17.5","3","0.15","909.412","38.844","6328.234","6072.291"
"3","18","14","671","167","17","3.3","0.15","729.135","33.321","5228.681","5011.7"
"3","18","15","683","115","16.8","3.4","0.15","547.797","28.907","4038.966","3864.141"
"3","18","16","152","120","15.1","3.6","0.15","175.225","18.833","1280.05","1202.984"
"3","18","17","7","31","13.8","3.4","0.15","28.68","14.41","177.126","139.141"
"3","18","18","0","0","13.1","2.6","0.15","0","13.1","0","0"
"3","18","19","0","0","12.9","1.8","0.15","0","12.9","0","0"
"3","18","20","0","0","12.9","1.6","0.15","0","12.9","0","0"
"3","18","21","0","0","12.9","1.5","0.15","0","12.9","0","0"
"3","18","22","0","0","12.9","1.2","0.15","0","12.9","0","0"
"3","18","23","0","0","12.9","1","0.15","0","12.9","0","0"
"3","19","0","0","0","12.7","1.1","0.15","0","12.7","0","0"
"3","19","1","0","0","12.5","1.3","0.15","0","12.5","0","0"
"3","19","2","0","0","12.3","1.5","0.15","0","12.3","0","0"
"3","19","3","0","0","12.2","1.6","0.15","0","12.2","0","0"
"3","19","4","0","0","12","1.6","0.15","0","12","0","0"
"3","19","5","0","0","12.4","1.5","0.15","0","12.4","0","0"
"3","19","6","42","42","13.9","1.7","0.15","46.944","15.277","303.653","261.185"
"3","19","7","340","114","16.1","2","0.15","260.257","23.442","1892.089","1793.336"
"3","19","8","560","149","17.8","2","0.15","518.243","32.485","3752.991","3588.299"
"3","19","9","879","108","19.1","1.9","0.15","844.863","43.489","5821.589","5583.598"
"3","19","10","952","103","20","2","0.15","1014.439","48.645","6785.667","6513.515"
"3","19","11","862","152","20.6","2.2","0.15","1048.687","49.026","6968.733","6666.667"
"3","19","12","973","100","21","2.3","0.15","1088.946","49.967","7213.522","6666.667"
"3","19","13","901","120","21","2.3","0.15","973.355","46.912","6563.179","6298.911"
"3","19","14","463","242","20.7","2.4","0.15","635.433","37.303","4468.027","4277.999"
"3","19","15","750","101","20.5","2.4","0.15","572.154","35.515","4115.051","3937.53"
"3","19","16","557","78","18.4","2.6","0.15","296.759","25.831","2109.187","2002.742"
"3","19","17","258","37","17","2.3","0.15","69.341","18.668","358.897","314.471"
"3","19","18","0","0","16.4","1.8","0.15","0","16.4","0","0"
"3","19","19","0","0","16.2","1.6","0.15","0","16.2","0","0"
"3","19","20","0","0","16","1.6","0.15","0","16","0","0"
"3","19","21","0","0","15.7","1.2","0.15","0","15.7","0","0"
"3","19","22","0","0","15.4","0.9","0.15","0","15.4","0","0"
"3","19","23","0","0","15","0.8","0.15","0","15","0","0"
"3","20","0","0","0","14.8","0.8","0.15","0","14.8","0","0"
"3","20","1","0","0","14.5","0.8","0.15","0","14.5","0","0"
"3","20","2","0","0","14.3","0.8","0.15","0","14.3","0","0"
"3","20","3","0","0","14.3","0.8","0.15","0","14.3","0","0"
"3","20","4","0","0","14.2","0.8","0.15","0","14.2","0","0"
"3","20","5","0","0","14.4","0.9","0.15","0","14.4","0","0"
"3","20","6","224","43","15.6","1.3","0.15","79.427","18.062","465.048","416.861"
"3","20","7","635","78","17.6","1.7","0.15","346.621","27.998","2482.63","2362.952"
"3","20","8","523","163","19.4","1.9","0.15","509.666","34.136","3662.003","3500.535"
"3","20","9","849","109","20.5","2.5","0.15","821.97","41.609","5705.985","5472.091"
"3","20","10","908","107","21","2.9","0.15","977.577","44.348","6657.259","6389.657"
"3","20","11","847","152","21.4","2.7","0.15","1033.368","46.926","6927.156","6649.991"
"3","20","12","499","314","21.6","2.3","0.15","854.19","44.277","5774.888","5538.553"
"3","20","13","51","331","21.7","2","0.15","373.279","32.19","2609.186","2485.024"
"3","20","14","429","256","21.3","2","0.15","621.754","38.856","4340.087","4154.592"
"3","20","15","187","212","21","2.1","0.15","324.619","30","2337.167","2222.643"
"3","20","16","256","115","18.9","2.4","0.15","212.469","24.435","1518.73","1433.207"
"3","20","17","64","36","17.1","2.4","0.15","41.96","18.143","246.283","205.848"
"3","20","18","0","0","15.9","2.3","0.15","0","15.9","0","0"
"3","20","19","0","0","15.4","2","0.15","0","15.4","0","0"
"3","20","20","0","0","15.1","1.6","0.15","0","15.1","0","0"
